3.0,	1.000000,3.000000,3.000000,5.000000,3
3.0,	1.000000,3.000000,4.000000,1.000000,3
3.0,	1.000000,3.000000,4.000000,2.000000,3
3.0,	1.000000,3.000000,4.000000,3.000000,3
3.0,	1.000000,3.000000,4.000000,4.000000,3
3.0,	1.000000,3.000000,4.000000,5.000000,3
3.0,	1.000000,3.000000,5.000000,1.000000,3
3.0,	1.000000,3.000000,5.000000,2.000000,3
3.0,	1.000000,3.000000,5.000000,3.000000,3
3.0,	1.000000,3.000000,5.000000,4.000000,3
3.0,	1.000000,3.000000,5.000000,5.000000,3
3.0,	1.000000,4.000000,1.000000,1.000000,1
3.0,	1.000000,4.000000,1.000000,2.000000,1
3.0,	1.000000,4.000000,1.000000,3.000000,1
3.0,	1.000000,4.000000,1.000000,4.000000,2
3.0,	1.000000,4.000000,1.000000,5.000000,3
3.0,	1.000000,4.000000,2.000000,1.000000,1
3.0,	1.000000,4.000000,2.000000,2.000000,2
3.0,	1.000000,4.000000,2.000000,3.000000,3
3.0,	1.000000,4.000000,2.000000,4.000000,3
3.0,	1.000000,4.000000,2.000000,5.000000,3
3.0,	1.000000,4.000000,3.000000,1.000000,1
3.0,	1.000000,4.000000,3.000000,2.000000,3
3.0,	1.000000,4.000000,3.000000,3.000000,3
3.0,	1.000000,4.000000,3.000000,4.000000,3
3.0,	1.000000,4.000000,3.000000,5.000000,3
3.0,	1.000000,4.000000,4.000000,1.000000,2
3.0,	1.000000,4.000000,4.000000,2.000000,3
3.0,	1.000000,4.000000,4.000000,3.000000,3
3.0,	1.000000,4.000000,4.000000,4.000000,3
3.0,	1.000000,4.000000,4.000000,5.000000,3
3.0,	1.000000,4.000000,5.000000,1.000000,3
3.0,	1.000000,4.000000,5.000000,2.000000,3
3.0,	1.000000,4.000000,5.000000,3.000000,3
3.0,	1.000000,4.000000,5.000000,4.000000,3
3.0,	1.000000,4.000000,5.000000,5.000000,3
3.0,	1.000000,5.000000,1.000000,1.000000,1
3.0,	1.000000,5.000000,1.000000,2.000000,1
3.0,	1.000000,5.000000,1.000000,3.000000,1
3.0,	1.000000,5.000000,1.000000,4.000000,1
3.0,	1.000000,5.000000,1.000000,5.000000,2
3.0,	1.000000,5.000000,2.000000,1.000000,1
3.0,	1.000000,5.000000,2.000000,2.000000,1
3.0,	1.000000,5.000000,2.000000,3.000000,3
3.0,	1.000000,5.000000,2.000000,4.000000,3
3.0,	1.000000,5.000000,2.000000,5.000000,3
3.0,	1.000000,5.000000,3.000000,1.000000,1
3.0,	1.000000,5.000000,3.000000,2.000000,3
3.0,	1.000000,5.000000,3.000000,3.000000,3
3.0,	1.000000,5.000000,3.000000,4.000000,3
3.0,	1.000000,5.000000,3.000000,5.000000,3
3.0,	1.000000,5.000000,4.000000,1.000000,1
3.0,	1.000000,5.000000,4.000000,2.000000,3
3.0,	1.000000,5.000000,4.000000,3.000000,3
3.0,	1.000000,5.000000,4.000000,4.000000,3
3.0,	1.000000,5.000000,4.000000,5.000000,3
3.0,	1.000000,5.000000,5.000000,1.000000,2
3.0,	1.000000,5.000000,5.000000,2.000000,3
3.0,	1.000000,5.000000,5.000000,3.000000,3
3.0,	1.000000,5.000000,5.000000,4.000000,3
3.0,	1.000000,5.000000,5.000000,5.000000,3
1.9645161290322581,	2.000000,1.000000,1.000000,1.000000,1
1.9645161290322581,	2.000000,1.000000,1.000000,2.000000,2
1.9645161290322581,	2.000000,1.000000,1.000000,3.000000,3
1.9645161290322581,	2.000000,1.000000,1.000000,4.000000,3
1.9645161290322581,	2.000000,1.000000,1.000000,5.000000,3
2.4290322580645163,	2.000000,1.000000,2.000000,1.000000,2
2.4290322580645163,	2.000000,1.000000,2.000000,2.000000,3
2.4290322580645163,	2.000000,1.000000,2.000000,3.000000,3
2.4290322580645163,	2.000000,1.000000,2.000000,4.000000,3
2.4290322580645163,	2.000000,1.000000,2.000000,5.000000,3
2.893548387096774,	2.000000,1.000000,3.000000,1.000000,3
2.893548387096774,	2.000000,1.000000,3.000000,2.000000,3
2.893548387096774,	2.000000,1.000000,3.000000,3.000000,3
2.893548387096774,	2.000000,1.000000,3.000000,4.000000,3
2.893548387096774,	2.000000,1.000000,3.000000,5.000000,3
3.3580645161290326,	2.000000,1.000000,4.000000,1.000000,3
3.3580645161290326,	2.000000,1.000000,4.000000,2.000000,3
3.3580645161290326,	2.000000,1.000000,4.000000,3.000000,3
3.3580645161290326,	2.000000,1.000000,4.000000,4.000000,3
3.3580645161290326,	2.000000,1.000000,4.000000,5.000000,3
3.3848167539267013,	2.000000,1.000000,5.000000,1.000000,3
3.3848167539267013,	2.000000,1.000000,5.000000,2.000000,3
3.3848167539267013,	2.000000,1.000000,5.000000,3.000000,3
3.3848167539267013,	2.000000,1.000000,5.000000,4.000000,3
3.3848167539267013,	2.000000,1.000000,5.000000,5.000000,3
1.8850267379679144,	2.000000,2.000000,1.000000,1.000000,1
1.8850267379679144,	2.000000,2.000000,1.000000,2.000000,1
1.8850267379679144,	2.000000,2.000000,1.000000,3.000000,1
1.8850267379679144,	2.000000,2.000000,1.000000,4.000000,2
1.8850267379679144,	2.000000,2.000000,1.000000,5.000000,3
2.270053475935829,	2.000000,2.000000,2.000000,1.000000,1
2.270053475935829,	2.000000,2.000000,2.000000,2.000000,2
2.270053475935829,	2.000000,2.000000,2.000000,3.000000,3
2.270053475935829,	2.000000,2.000000,2.000000,4.000000,3
2.270053475935829,	2.000000,2.000000,2.000000,5.000000,3
2.6550802139037435,	2.000000,2.000000,3.000000,1.000000,1
2.6550802139037435,	2.000000,2.000000,3.000000,2.000000,3
2.6550802139037435,	2.000000,2.000000,3.000000,3.000000,3
2.6550802139037435,	2.000000,2.000000,3.000000,4.000000,3
2.6550802139037435,	2.000000,2.000000,3.000000,5.000000,3
3.0401069518716577,	2.000000,2.000000,4.000000,1.000000,2
3.0401069518716577,	2.000000,2.000000,4.000000,2.000000,3
3.0401069518716577,	2.000000,2.000000,4.000000,3.000000,3
3.0401069518716577,	2.000000,2.000000,4.000000,4.000000,3
3.0401069518716577,	2.000000,2.000000,4.000000,5.000000,3
3.1143497757847536,	2.000000,2.000000,5.000000,1.000000,3
3.1143497757847536,	2.000000,2.000000,5.000000,2.000000,3
3.1143497757847536,	2.000000,2.000000,5.000000,3.000000,3
3.1143497757847536,	2.000000,2.000000,5.000000,4.000000,3
3.1143497757847536,	2.000000,2.000000,5.000000,5.000000,3
1.8287671232876712,	2.000000,3.000000,1.000000,1.000000,1
1.8287671232876712,	2.000000,3.000000,1.000000,2.000000,1
1.8287671232876712,	2.000000,3.000000,1.000000,3.000000,1
1.8287671232876712,	2.000000,3.000000,1.000000,4.000000,1
1.8287671232876712,	2.000000,3.000000,1.000000,5.000000,1
2.1575342465753424,	2.000000,3.000000,2.000000,1.000000,1
2.1575342465753424,	2.000000,3.000000,2.000000,2.000000,1
2.1575342465753424,	2.000000,3.000000,2.000000,3.000000,2
2.1575342465753424,	2.000000,3.000000,2.000000,4.000000,3
2.1575342465753424,	2.000000,3.000000,2.000000,5.000000,3
2.4863013698630136,	2.000000,3.000000,3.000000,1.000000,1
2.4863013698630136,	2.000000,3.000000,3.000000,2.000000,2
2.4863013698630136,	2.000000,3.000000,3.000000,3.000000,3
2.4863013698630136,	2.000000,3.000000,3.000000,4.000000,3
2.4863013698630136,	2.000000,3.000000,3.000000,5.000000,3
2.815068493150685,	2.000000,3.000000,4.000000,1.000000,1
2.815068493150685,	2.000000,3.000000,4.000000,2.000000,3
2.815068493150685,	2.000000,3.000000,4.000000,3.000000,3
2.815068493150685,	2.000000,3.000000,4.000000,4.000000,3
2.815068493150685,	2.000000,3.000000,4.000000,5.000000,3
2.9117647058823533,	2.000000,3.000000,5.000000,1.000000,1
2.9117647058823533,	2.000000,3.000000,5.000000,2.000000,3
2.9117647058823533,	2.000000,3.000000,5.000000,3.000000,3
2.9117647058823533,	2.000000,3.000000,5.000000,4.000000,3
2.9117647058823533,	2.000000,3.000000,5.000000,5.000000,3
1.7868525896414342,	2.000000,4.000000,1.000000,1.000000,1
1.7868525896414342,	2.000000,4.000000,1.000000,2.000000,1
1.7868525896414342,	2.000000,4.000000,1.000000,3.000000,1
1.7868525896414342,	2.000000,4.000000,1.000000,4.000000,1
1.7868525896414342,	2.000000,4.000000,1.000000,5.000000,1
2.0737051792828685,	2.000000,4.000000,2.000000,1.000000,1
2.0737051792828685,	2.000000,4.000000,2.000000,2.000000,1
2.0737051792828685,	2.000000,4.000000,2.000000,3.000000,1
2.0737051792828685,	2.000000,4.000000,2.000000,4.000000,2
2.0737051792828685,	2.000000,4.000000,2.000000,5.000000,3
2.360557768924303,	2.000000,4.000000,3.000000,1.000000,1
2.360557768924303,	2.000000,4.000000,3.000000,2.000000,1
2.360557768924303,	2.000000,4.000000,3.000000,3.000000,3
2.360557768924303,	2.000000,4.000000,3.000000,4.000000,3
2.360557768924303,	2.000000,4.000000,3.000000,5.000000,3
2.647410358565737,	2.000000,4.000000,4.000000,1.000000,1
2.647410358565737,	2.000000,4.000000,4.000000,2.000000,2
2.647410358565737,	2.000000,4.000000,4.000000,3.000000,3
2.647410358565737,	2.000000,4.000000,4.000000,4.000000,3
2.647410358565737,	2.000000,4.000000,4.000000,5.000000,3
2.7543554006968645,	2.000000,4.000000,5.000000,1.000000,1
2.7543554006968645,	2.000000,4.000000,5.000000,2.000000,3
2.7543554006968645,	2.000000,4.000000,5.000000,3.000000,3
2.7543554006968645,	2.000000,4.000000,5.000000,4.000000,3
2.7543554006968645,	2.000000,4.000000,5.000000,5.000000,3
1.754416961130742,	2.000000,5.000000,1.000000,1.000000,1
1.754416961130742,	2.000000,5.000000,1.000000,2.000000,1
1.754416961130742,	2.000000,5.000000,1.000000,3.000000,1
1.754416961130742,	2.000000,5.000000,1.000000,4.000000,1
1.754416961130742,	2.000000,5.000000,1.000000,5.000000,1
2.008833922261484,	2.000000,5.000000,2.000000,1.000000,1
2.008833922261484,	2.000000,5.000000,2.000000,2.000000,1
2.008833922261484,	2.000000,5.000000,2.000000,3.000000,1
2.008833922261484,	2.000000,5.000000,2.000000,4.000000,1
2.008833922261484,	2.000000,5.000000,2.000000,5.000000,2
2.2632508833922262,	2.000000,5.000000,3.000000,1.000000,1
2.2632508833922262,	2.000000,5.000000,3.000000,2.000000,1
2.2632508833922262,	2.000000,5.000000,3.000000,3.000000,1
2.2632508833922262,	2.000000,5.000000,3.000000,4.000000,3
2.2632508833922262,	2.000000,5.000000,3.000000,5.000000,3
2.5176678445229683,	2.000000,5.000000,4.000000,1.000000,1
2.5176678445229683,	2.000000,5.000000,4.000000,2.000000,1
2.5176678445229683,	2.000000,5.000000,4.000000,3.000000,3
2.5176678445229683,	2.000000,5.000000,4.000000,4.000000,3
2.5176678445229683,	2.000000,5.000000,4.000000,5.000000,3
2.628526645768025,	2.000000,5.000000,5.000000,1.000000,1
2.628526645768025,	2.000000,5.000000,5.000000,2.000000,2
2.628526645768025,	2.000000,5.000000,5.000000,3.000000,3
2.628526645768025,	2.000000,5.000000,5.000000,4.000000,3
2.628526645768025,	2.000000,5.000000,5.000000,5.000000,3
1.5217391304347827,	3.000000,1.000000,1.000000,1.000000,1
1.5217391304347827,	3.000000,1.000000,1.000000,2.000000,1
1.5217391304347827,	3.000000,1.000000,1.000000,3.000000,2
1.5217391304347827,	3.000000,1.000000,1.000000,4.000000,3
1.5217391304347827,	3.000000,1.000000,1.000000,5.000000,3
2.0434782608695654,	3.000000,1.000000,2.000000,1.000000,1
2.0434782608695654,	3.000000,1.000000,2.000000,2.000000,3
2.0434782608695654,	3.000000,1.000000,2.000000,3.000000,3
2.0434782608695654,	3.000000,1.000000,2.000000,4.000000,3
2.0434782608695654,	3.000000,1.000000,2.000000,5.000000,3
2.5652173913043477,	3.000000,1.000000,3.000000,1.000000,2
2.5652173913043477,	3.000000,1.000000,3.000000,2.000000,3
2.5652173913043477,	3.000000,1.000000,3.000000,3.000000,3
2.5652173913043477,	3.000000,1.000000,3.000000,4.000000,3
2.5652173913043477,	3.000000,1.000000,3.000000,5.000000,3
3.0869565217391304,	3.000000,1.000000,4.000000,1.000000,3
3.0869565217391304,	3.000000,1.000000,4.000000,2.000000,3
3.0869565217391304,	3.000000,1.000000,4.000000,3.000000,3
3.0869565217391304,	3.000000,1.000000,4.000000,4.000000,3
3.0869565217391304,	3.000000,1.000000,4.000000,5.000000,3
3.068965517241379,	3.000000,1.000000,5.000000,1.000000,3
3.068965517241379,	3.000000,1.000000,5.000000,2.000000,3
3.068965517241379,	3.000000,1.000000,5.000000,3.000000,3
3.068965517241379,	3.000000,1.000000,5.000000,4.000000,3
3.068965517241379,	3.000000,1.000000,5.000000,5.000000,3
1.3870967741935485,	3.000000,2.000000,1.000000,1.000000,1
1.3870967741935485,	3.000000,2.000000,1.000000,2.000000,1
1.3870967741935485,	3.000000,2.000000,1.000000,3.000000,1
1.3870967741935485,	3.000000,2.000000,1.000000,4.000000,1
1.3870967741935485,	3.000000,2.000000,1.000000,5.000000,1
1.7741935483870968,	3.000000,2.000000,2.000000,1.000000,1
1.7741935483870968,	3.000000,2.000000,2.000000,2.000000,1
1.7741935483870968,	3.000000,2.000000,2.000000,3.000000,2
1.7741935483870968,	3.000000,2.000000,2.000000,4.000000,3
1.7741935483870968,	3.000000,2.000000,2.000000,5.000000,3
2.161290322580645,	3.000000,2.000000,3.000000,1.000000,1
2.161290322580645,	3.000000,2.000000,3.000000,2.000000,2
2.161290322580645,	3.000000,2.000000,3.000000,3.000000,3
2.161290322580645,	3.000000,2.000000,3.000000,4.000000,3
2.161290322580645,	3.000000,2.000000,3.000000,5.000000,3
2.5483870967741935,	3.000000,2.000000,4.000000,1.000000,1
2.5483870967741935,	3.000000,2.000000,4.000000,2.000000,3
2.5483870967741935,	3.000000,2.000000,4.000000,3.000000,3
2.5483870967741935,	3.000000,2.000000,4.000000,4.000000,3
2.5483870967741935,	3.000000,2.000000,4.000000,5.000000,3
2.6216216216216215,	3.000000,2.000000,5.000000,1.000000,1
2.6216216216216215,	3.000000,2.000000,5.000000,2.000000,3
2.6216216216216215,	3.000000,2.000000,5.000000,3.000000,3
2.6216216216216215,	3.000000,2.000000,5.000000,4.000000,3
2.6216216216216215,	3.000000,2.000000,5.000000,5.000000,3
1.3076923076923077,	3.000000,3.000000,1.000000,1.000000,1
1.3076923076923077,	3.000000,3.000000,1.000000,2.000000,1
1.3076923076923077,	3.000000,3.000000,1.000000,3.000000,1
1.3076923076923077,	3.000000,3.000000,1.000000,4.000000,1
1.3076923076923077,	3.000000,3.000000,1.000000,5.000000,1
1.6153846153846154,	3.000000,3.000000,2.000000,1.000000,1
1.6153846153846154,	3.000000,3.000000,2.000000,2.000000,1
1.6153846153846154,	3.000000,3.000000,2.000000,3.000000,1
1.6153846153846154,	3.000000,3.000000,2.000000,4.000000,1
1.6153846153846154,	3.000000,3.000000,2.000000,5.000000,3
1.9230769230769231,	3.000000,3.000000,3.000000,1.000000,1
1.9230769230769231,	3.000000,3.000000,3.000000,2.000000,1
1.9230769230769231,	3.000000,3.000000,3.000000,3.000000,2
1.9230769230769231,	3.000000,3.000000,3.000000,4.000000,3
1.9230769230769231,	3.000000,3.000000,3.000000,5.000000,3
2.230769230769231,	3.000000,3.000000,4.000000,1.000000,1
2.230769230769231,	3.000000,3.000000,4.000000,2.000000,1
2.230769230769231,	3.000000,3.000000,4.000000,3.000000,3
2.230769230769231,	3.000000,3.000000,4.000000,4.000000,3
2.230769230769231,	3.000000,3.000000,4.000000,5.000000,3
2.333333333333333,	3.000000,3.000000,5.000000,1.000000,1
2.333333333333333,	3.000000,3.000000,5.000000,2.000000,3
2.333333333333333,	3.000000,3.000000,5.000000,3.000000,3
2.333333333333333,	3.000000,3.000000,5.000000,4.000000,3
2.333333333333333,	3.000000,3.000000,5.000000,5.000000,3
1.2553191489361701,	3.000000,4.000000,1.000000,1.000000,1
1.2553191489361701,	3.000000,4.000000,1.000000,2.000000,1
1.2553191489361701,	3.000000,4.000000,1.000000,3.000000,1
1.2553191489361701,	3.000000,4.000000,1.000000,4.000000,1
1.2553191489361701,	3.000000,4.000000,1.000000,5.000000,1
1.5106382978723405,	3.000000,4.000000,2.000000,1.000000,1
1.5106382978723405,	3.000000,4.000000,2.000000,2.000000,1
1.5106382978723405,	3.000000,4.000000,2.000000,3.000000,1
1.5106382978723405,	3.000000,4.000000,2.000000,4.000000,1
1.5106382978723405,	3.000000,4.000000,2.000000,5.000000,1
1.7659574468085106,	3.000000,4.000000,3.000000,1.000000,1
1.7659574468085106,	3.000000,4.000000,3.000000,2.000000,1
1.7659574468085106,	3.000000,4.000000,3.000000,3.000000,1
1.7659574468085106,	3.000000,4.000000,3.000000,4.000000,2
1.7659574468085106,	3.000000,4.000000,3.000000,5.000000,3
2.021276595744681,	3.000000,4.000000,4.000000,1.000000,1
2.021276595744681,	3.000000,4.000000,4.000000,2.000000,1
2.021276595744681,	3.000000,4.000000,4.000000,3.000000,2
2.021276595744681,	3.000000,4.000000,4.000000,4.000000,3
2.021276595744681,	3.000000,4.000000,4.000000,5.000000,3
2.1320754716981134,	3.000000,4.000000,5.000000,1.000000,1
2.1320754716981134,	3.000000,4.000000,5.000000,2.000000,1
2.1320754716981134,	3.000000,4.000000,5.000000,3.000000,3
2.1320754716981134,	3.000000,4.000000,5.000000,4.000000,3
2.1320754716981134,	3.000000,4.000000,5.000000,5.000000,3
1.2181818181818183,	3.000000,5.000000,1.000000,1.000000,1
1.2181818181818183,	3.000000,5.000000,1.000000,2.000000,1
1.2181818181818183,	3.000000,5.000000,1.000000,3.000000,1
1.2181818181818183,	3.000000,5.000000,1.000000,4.000000,1
1.2181818181818183,	3.000000,5.000000,1.000000,5.000000,1
1.4363636363636365,	3.000000,5.000000,2.000000,1.000000,1
1.4363636363636365,	3.000000,5.000000,2.000000,2.000000,1
1.4363636363636365,	3.000000,5.000000,2.000000,3.000000,1
1.4363636363636365,	3.000000,5.000000,2.000000,4.000000,1
1.4363636363636365,	3.000000,5.000000,2.000000,5.000000,1
1.6545454545454545,	3.000000,5.000000,3.000000,1.000000,1
1.6545454545454545,	3.000000,5.000000,3.000000,2.000000,1
1.6545454545454545,	3.000000,5.000000,3.000000,3.000000,1
1.6545454545454545,	3.000000,5.000000,3.000000,4.000000,1
1.6545454545454545,	3.000000,5.000000,3.000000,5.000000,2
1.8727272727272728,	3.000000,5.000000,4.000000,1.000000,1
1.8727272727272728,	3.000000,5.000000,4.000000,2.000000,1
1.8727272727272728,	3.000000,5.000000,4.000000,3.000000,1
1.8727272727272728,	3.000000,5.000000,4.000000,4.000000,3
1.8727272727272728,	3.000000,5.000000,4.000000,5.000000,3
1.9836065573770494,	3.000000,5.000000,5.000000,1.000000,1
1.9836065573770494,	3.000000,5.000000,5.000000,2.000000,1
1.9836065573770494,	3.000000,5.000000,5.000000,3.000000,2
1.9836065573770494,	3.000000,5.000000,5.000000,4.000000,3
1.9836065573770494,	3.000000,5.000000,5.000000,5.000000,3
1.2736363636363637,	4.000000,1.000000,1.000000,1.000000,1
1.2736363636363637,	4.000000,1.000000,1.000000,2.000000,1
1.2736363636363637,	4.000000,1.000000,1.000000,3.000000,1
1.2736363636363637,	4.000000,1.000000,1.000000,4.000000,2
1.2736363636363637,	4.000000,1.000000,1.000000,5.000000,3
1.7972727272727274,	4.000000,1.000000,2.000000,1.000000,1
1.7972727272727274,	4.000000,1.000000,2.000000,2.000000,2
1.7972727272727274,	4.000000,1.000000,2.000000,3.000000,3
1.7972727272727274,	4.000000,1.000000,2.000000,4.000000,3
1.7972727272727274,	4.000000,1.000000,2.000000,5.000000,3
2.3209090909090913,	4.000000,1.000000,3.000000,1.000000,1
2.3209090909090913,	4.000000,1.000000,3.000000,2.000000,3
2.3209090909090913,	4.000000,1.000000,3.000000,3.000000,3
2.3209090909090913,	4.000000,1.000000,3.000000,4.000000,3
2.3209090909090913,	4.000000,1.000000,3.000000,5.000000,3
2.8445454545454547,	4.000000,1.000000,4.000000,1.000000,2
2.8445454545454547,	4.000000,1.000000,4.000000,2.000000,3
2.8445454545454547,	4.000000,1.000000,4.000000,3.000000,3
2.8445454545454547,	4.000000,1.000000,4.000000,4.000000,3
2.8445454545454547,	4.000000,1.000000,4.000000,5.000000,3
2.82492795389049,	4.000000,1.000000,5.000000,1.000000,3
2.82492795389049,	4.000000,1.000000,5.000000,2.000000,3
2.82492795389049,	4.000000,1.000000,5.000000,3.000000,3
2.82492795389049,	4.000000,1.000000,5.000000,4.000000,3
2.82492795389049,	4.000000,1.000000,5.000000,5.000000,3
1.1073200992555832,	4.000000,2.000000,1.000000,1.000000,1
1.1073200992555832,	4.000000,2.000000,1.000000,2.000000,1
1.1073200992555832,	4.000000,2.000000,1.000000,3.000000,1
1.1073200992555832,	4.000000,2.000000,1.000000,4.000000,1
1.1073200992555832,	4.000000,2.000000,1.000000,5.000000,1
1.4646401985111663,	4.000000,2.000000,2.000000,1.000000,1
1.4646401985111663,	4.000000,2.000000,2.000000,2.000000,1
1.4646401985111663,	4.000000,2.000000,2.000000,3.000000,1
1.4646401985111663,	4.000000,2.000000,2.000000,4.000000,2
1.4646401985111663,	4.000000,2.000000,2.000000,5.000000,3
1.8219602977667493,	4.000000,2.000000,3.000000,1.000000,1
1.8219602977667493,	4.000000,2.000000,3.000000,2.000000,1
1.8219602977667493,	4.000000,2.000000,3.000000,3.000000,3
1.8219602977667493,	4.000000,2.000000,3.000000,4.000000,3
1.8219602977667493,	4.000000,2.000000,3.000000,5.000000,3
2.1792803970223327,	4.000000,2.000000,4.000000,1.000000,1
2.1792803970223327,	4.000000,2.000000,4.000000,2.000000,2
2.1792803970223327,	4.000000,2.000000,4.000000,3.000000,3
2.1792803970223327,	4.000000,2.000000,4.000000,4.000000,3
2.1792803970223327,	4.000000,2.000000,4.000000,5.000000,3
2.265789473684211,	4.000000,2.000000,5.000000,1.000000,1
2.265789473684211,	4.000000,2.000000,5.000000,2.000000,3
2.265789473684211,	4.000000,2.000000,5.000000,3.000000,3
2.265789473684211,	4.000000,2.000000,5.000000,4.000000,3
2.265789473684211,	4.000000,2.000000,5.000000,5.000000,3
1.021186440677966,	4.000000,3.000000,1.000000,1.000000,1
1.021186440677966,	4.000000,3.000000,1.000000,2.000000,1
1.021186440677966,	4.000000,3.000000,1.000000,3.000000,1
1.021186440677966,	4.000000,3.000000,1.000000,4.000000,1
1.021186440677966,	4.000000,3.000000,1.000000,5.000000,1
1.292372881355932,	4.000000,3.000000,2.000000,1.000000,1
1.292372881355932,	4.000000,3.000000,2.000000,2.000000,1
1.292372881355932,	4.000000,3.000000,2.000000,3.000000,1
1.292372881355932,	4.000000,3.000000,2.000000,4.000000,1
1.292372881355932,	4.000000,3.000000,2.000000,5.000000,1
1.5635593220338984,	4.000000,3.000000,3.000000,1.000000,1
1.5635593220338984,	4.000000,3.000000,3.000000,2.000000,1
1.5635593220338984,	4.000000,3.000000,3.000000,3.000000,1
1.5635593220338984,	4.000000,3.000000,3.000000,4.000000,2
1.5635593220338984,	4.000000,3.000000,3.000000,5.000000,3
1.8347457627118644,	4.000000,3.000000,4.000000,1.000000,1
1.8347457627118644,	4.000000,3.000000,4.000000,2.000000,1
1.8347457627118644,	4.000000,3.000000,4.000000,3.000000,2
1.8347457627118644,	4.000000,3.000000,4.000000,4.000000,3
1.8347457627118644,	4.000000,3.000000,4.000000,5.000000,3
1.9440298507462686,	4.000000,3.000000,5.000000,1.000000,1
1.9440298507462686,	4.000000,3.000000,5.000000,2.000000,1
1.9440298507462686,	4.000000,3.000000,5.000000,3.000000,3
1.9440298507462686,	4.000000,3.000000,5.000000,4.000000,3
1.9440298507462686,	4.000000,3.000000,5.000000,5.000000,3
0.9685128983308042,	4.000000,4.000000,1.000000,1.000000,1
0.9685128983308042,	4.000000,4.000000,1.000000,2.000000,1
0.9685128983308042,	4.000000,4.000000,1.000000,3.000000,1
0.9685128983308042,	4.000000,4.000000,1.000000,4.000000,1
0.9685128983308042,	4.000000,4.000000,1.000000,5.000000,1
1.1870257966616085,	4.000000,4.000000,2.000000,1.000000,1
1.1870257966616085,	4.000000,4.000000,2.000000,2.000000,1
1.1870257966616085,	4.000000,4.000000,2.000000,3.000000,1
1.1870257966616085,	4.000000,4.000000,2.000000,4.000000,1
