@RELATION digits

@ATTRIBUTE f0 NUMERIC
@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE class {0,1,2,3,4,5,6,7,8,9}

@DATA
1.00000000,0.00000000,0.00000000,132.53886140,1.27419744,1658.77694682,0
1.00000000,0.00000000,0.00000000,135.43286140,1.26648026,1795.47144615,0
1.00000000,0.00000000,0.00000000,130.51986140,1.36836636,1861.50567784,0
1.00000000,0.00000000,0.00000000,128.27086140,1.23604041,1795.01357080,0
1.00000000,0.00000000,0.00000000,131.93486140,1.35630432,1623.23803519,0
1.00000000,0.00000000,0.00000000,133.58886140,1.38344967,1666.20549321,0
1.00000000,0.00000000,0.00000000,136.64086140,1.30233768,1759.93891448,0
1.00000000,0.00000000,0.00000000,139.97286140,1.31327203,1997.27362228,0
1.00000000,0.00000000,0.00000000,131.62086140,1.27805214,1881.47056666,0
1.00000000,0.00000000,0.00000000,131.25686140,1.23698114,1638.09003059,0
1.00000000,0.00000000,0.00000000,127.88286140,1.32794238,1631.55110911,0
1.00000000,0.00000000,0.00000000,134.26686140,1.27103474,1794.42567007,0
1.00000000,0.00000000,0.00000000,133.38286140,1.27273909,1567.08442613,0
1.00000000,0.00000000,0.00000000,130.95886140,1.27922499,1750.99078626,0
1.00000000,0.00000000,0.00000000,129.85086140,1.29914115,1551.03520209,0
1.00000000,0.00000000,0.00000000,136.97886140,1.30855017,1963.71145831,0
1.00000000,0.00000000,0.00000000,126.88286140,1.22624778,1606.82530049,0
1.00000000,0.00000000,0.00000000,130.08986140,1.33291948,1734.78387127,0
1.00000000,0.00000000,0.00000000,127.14686140,1.21953048,1521.02281449,0
1.00000000,0.00000000,0.00000000,126.39486140,1.26536039,1803.28720088,0
1.00000000,0.00000000,0.00000000,131.06686140,1.24636898,1795.98588722,0
1.00000000,0.00000000,0.00000000,127.43686140,1.19367608,1628.76427815,0
1.00000000,0.00000000,0.00000000,132.47286140,1.32788173,1731.64558742,0
1.00000000,0.00000000,0.00000000,128.80086140,1.28299999,1566.94716914,0
1.00000000,0.00000000,0.00000000,137.88086140,1.36161390,1769.86700029,0
0.00000000,2.00000000,0.00000000,218.30086140,2.22940129,9370.67073550,0
1.00000000,0.00000000,0.00000000,135.97886140,1.30348946,1853.99154367,0
1.00000000,0.00000000,0.00000000,126.99886140,1.19220522,1629.07063529,0
1.00000000,0.00000000,0.00000000,126.18686140,1.20892583,1580.81257289,0
1.00000000,0.00000000,0.00000000,129.89186140,1.28666824,1782.85422809,0
1.00000000,0.00000000,0.00000000,129.36286140,1.21777348,1597.34502481,0
1.00000000,0.00000000,0.00000000,135.73886140,1.27993452,1949.63177272,0
1.00000000,0.00000000,0.00000000,136.08686140,1.49543850,1717.33906750,0
1.00000000,0.00000000,0.00000000,121.65686140,1.31800431,1720.43399409,0
1.00000000,0.00000000,0.00000000,144.01686140,1.34380209,2256.65347967,0
1.00000000,0.00000000,0.00000000,129.04886140,1.33914322,1605.03520800,0
1.00000000,0.00000000,0.00000000,130.51286140,1.34887046,1608.47574299,0
1.00000000,0.00000000,0.00000000,137.82286140,1.29310001,1945.00374894,0
1.00000000,0.00000000,0.00000000,128.14686140,1.21241740,1726.83576108,0
1.00000000,0.00000000,0.00000000,127.87386140,1.23006376,1640.15550661,0
1.00000000,0.00000000,0.00000000,135.04386140,1.38734426,1924.81048980,0
1.00000000,0.00000000,0.00000000,122.90486140,1.20199446,1439.53493978,0
1.00000000,0.00000000,0.00000000,128.35486140,1.20029140,1496.38341174,0
1.00000000,0.00000000,0.00000000,126.78286140,1.25742287,1604.49994477,0
1.00000000,0.00000000,0.00000000,132.41486140,1.31166029,1836.50738764,0
1.00000000,0.00000000,0.00000000,125.17086140,1.18094467,1541.39783124,0
1.00000000,0.00000000,0.00000000,131.62086140,1.25377614,1853.71274353,0
1.00000000,0.00000000,0.00000000,135.17686140,1.28618366,1671.00103309,0
1.00000000,0.00000000,0.00000000,128.50286140,1.33892385,1715.13246789,0
1.00000000,0.00000000,0.00000000,128.79986140,1.21382606,1650.61383096,0
0.00000000,2.00000000,0.00000000,209.41886140,2.02748205,13099.45528567,0
1.00000000,0.00000000,0.00000000,127.13886140,1.19219994,1613.15094017,0
1.00000000,0.00000000,0.00000000,133.46486140,1.24739161,1628.79946076,0
1.00000000,0.00000000,0.00000000,134.25886140,1.30521478,1675.54924506,0
1.00000000,0.00000000,0.00000000,126.93986140,1.29046944,1732.98339977,0
1.00000000,0.00000000,0.00000000,133.07686140,1.26333133,1767.44918954,0
1.00000000,0.00000000,0.00000000,130.08286140,1.29738883,1680.51265899,0
1.00000000,0.00000000,0.00000000,132.12486140,1.39193846,1653.62840977,0
1.00000000,0.00000000,0.00000000,131.48886140,1.24124726,1614.93422469,0
1.00000000,0.00000000,0.00000000,131.56286140,1.26334795,1544.09252216,0
0.00000000,2.00000000,0.00000000,143.62886140,1.42362064,3550.76802375,1
0.00000000,3.00000000,1.00000000,140.56886140,1.33748758,3745.48718433,1
0.00000000,2.00000000,0.00000000,139.26186140,1.24106179,2250.27669541,1
0.00000000,3.00000000,1.00000000,146.58986140,1.41174207,4624.49114961,1
0.00000000,2.00000000,0.00000000,132.58086140,1.33487646,3552.80583884,1
0.00000000,3.00000000,1.00000000,157.31686140,1.75147050,6954.97464162,1
0.00000000,3.00000000,1.00000000,138.26986140,1.34420823,2626.22160921,1
0.00000000,3.00000000,1.00000000,135.13686140,1.42565971,4134.95839619,1
0.00000000,2.00000000,0.00000000,138.62686140,1.59119714,4811.32429577,1
0.00000000,2.00000000,0.00000000,139.94886140,1.35331737,3198.09789126,1
0.00000000,3.00000000,1.00000000,137.22886140,1.42789693,4220.56376805,1
0.00000000,3.00000000,1.00000000,133.72086140,1.33200866,3389.70722989,1
0.00000000,3.00000000,1.00000000,127.46986140,1.44646638,3753.58989146,1
0.00000000,2.00000000,0.00000000,129.02486140,1.41036446,3052.15464630,1
0.00000000,3.00000000,1.00000000,141.61086140,1.35826209,4615.54173256,1
0.00000000,3.00000000,1.00000000,135.66486140,1.30349332,3242.31527981,1
0.00000000,2.00000000,0.00000000,144.47286140,1.35175941,3132.83358873,1
0.00000000,3.00000000,1.00000000,142.52886140,1.40837750,4734.15816748,1
0.00000000,2.00000000,0.00000000,133.79586140,1.32208368,2805.48196029,1
0.00000000,3.00000000,1.00000000,135.29286140,1.34935107,3449.62692305,1
0.00000000,2.00000000,0.00000000,125.53486140,1.44934658,3027.62644396,1
0.00000000,2.00000000,0.00000000,132.77086140,1.28617456,2900.26113608,1
0.00000000,2.00000000,0.00000000,137.72386140,1.28158231,2761.85954204,1
0.00000000,3.00000000,1.00000000,144.39886140,1.52550653,5269.59516656,1
0.00000000,3.00000000,0.00000000,139.39486140,1.37995148,3790.13595287,1
0.00000000,3.00000000,1.00000000,135.68986140,1.33264812,3541.00237404,1
0.00000000,2.00000000,0.00000000,143.87686140,1.55758278,4703.26915407,1
0.00000000,2.00000000,0.00000000,134.59786140,1.32594742,3491.20169490,1
0.00000000,3.00000000,5.00000000,150.54386140,1.60169735,4951.45640119,1
0.00000000,2.00000000,0.00000000,141.71086140,1.45487181,4056.32894293,1
0.00000000,3.00000000,1.00000000,139.67686140,1.54786127,3766.46983199,1
0.00000000,2.00000000,0.00000000,136.15286140,1.49051998,4092.14057881,1
0.00000000,2.00000000,0.00000000,140.99086140,1.22103564,2197.88216167,1
0.00000000,2.00000000,0.00000000,138.64286140,1.40761514,3198.81515082,1
0.00000000,2.00000000,0.00000000,136.98886140,1.34054011,3296.95490402,1
0.00000000,2.00000000,0.00000000,128.12286140,1.38499480,3126.28152991,1
0.00000000,2.00000000,0.00000000,141.02486140,1.31732620,2880.77025986,1
0.00000000,3.00000000,1.00000000,142.68686140,1.35996271,3636.16944442,1
0.00000000,3.00000000,1.00000000,143.16586140,1.38605573,4104.32020039,1
0.00000000,2.00000000,0.00000000,134.42486140,1.37461898,3432.42203503,1
0.00000000,3.00000000,1.00000000,143.82886140,1.45932279,5085.76272350,1
0.00000000,2.00000000,0.00000000,132.29086140,1.30721225,3196.29581120,1
0.00000000,2.00000000,0.00000000,130.36386140,1.28267425,2429.44892304,1
0.00000000,2.00000000,0.00000000,140.13086140,1.35032544,3655.55517679,1
0.00000000,2.00000000,0.00000000,133.29086140,1.32524905,3081.26670627,1
0.00000000,2.00000000,0.00000000,128.81886140,1.47861823,3001.15167846,1
0.00000000,2.00000000,0.00000000,130.04086140,1.29293581,2827.82429501,1
0.00000000,3.00000000,1.00000000,131.74486140,1.31232550,3355.98476171,1
0.00000000,2.00000000,0.00000000,130.09286140,1.41567609,3100.75554464,1
0.00000000,2.00000000,0.00000000,146.69686140,1.41607728,4380.49168804,1
0.00000000,3.00000000,1.00000000,132.38286140,1.28927586,3256.69301915,1
0.00000000,2.00000000,0.00000000,134.35086140,1.28270977,3345.68538308,1
0.00000000,2.00000000,0.00000000,129.26386140,1.26115671,2454.23553291,1
0.00000000,2.00000000,0.00000000,136.09486140,1.28833947,3050.00353178,1
0.00000000,3.00000000,1.00000000,145.26686140,1.46074448,4527.25694619,1
0.00000000,3.00000000,1.00000000,141.87686140,1.49155885,4718.59199932,1
0.00000000,2.00000000,0.00000000,131.29086140,1.25206115,2972.99692920,1
0.00000000,2.00000000,0.00000000,137.06286140,1.33724728,3381.27861310,1
0.00000000,3.00000000,1.00000000,132.97686140,1.28363695,3294.15124002,1
0.00000000,2.00000000,0.00000000,127.55286140,1.28180560,2914.53519220,1
0.00000000,3.00000000,1.00000000,134.01086140,1.34245109,3413.02931955,1
0.00000000,2.00000000,0.00000000,129.05886140,1.39103357,2890.50910769,1
0.00000000,3.00000000,1.00000000,156.03486140,1.52600179,5673.81668038,1
0.00000000,3.00000000,1.00000000,143.03486140,1.35175541,4163.44277277,1
0.00000000,2.00000000,0.00000000,130.34786140,1.23602525,2389.43574315,1
0.00000000,2.00000000,0.00000000,144.44886140,1.35377064,3793.76825580,1
0.00000000,3.00000000,1.00000000,147.64086140,1.68492678,6336.32965773,1
0.00000000,2.00000000,0.00000000,133.38186140,1.29057242,2397.64851349,1
0.00000000,2.00000000,0.00000000,133.92886140,1.25726078,3290.01705887,1
0.00000000,3.00000000,1.00000000,152.24686140,1.53680194,5779.45677507,1
0.00000000,2.00000000,0.00000000,144.58086140,1.34612235,3621.02675614,1
0.00000000,2.00000000,0.00000000,160.79086140,1.72801226,6309.70808601,1
0.00000000,2.00000000,0.00000000,163.22086140,1.70066489,6735.68704430,1
0.00000000,2.00000000,0.00000000,133.75486140,1.28813387,2821.70885160,1
0.00000000,3.00000000,1.00000000,145.20086140,1.49766080,5041.66830212,1
0.00000000,2.00000000,0.00000000,139.05686140,1.36159656,3739.70629159,1
0.00000000,2.00000000,0.00000000,131.54586140,1.28036152,2864.29018692,1
0.00000000,3.00000000,1.00000000,136.57486140,1.35959032,3654.52119005,1
0.00000000,3.00000000,1.00000000,135.06086140,1.30375398,3247.02074838,1
0.00000000,2.00000000,0.00000000,135.97886140,1.21789720,2378.94171041,1
0.00000000,2.00000000,0.00000000,123.34286140,1.43857051,2738.41596147,1
0.00000000,2.00000000,0.00000000,132.86986140,1.27221844,3383.75103869,1
0.00000000,2.00000000,0.00000000,140.61086140,1.33334428,3467.17007687,1
0.00000000,2.00000000,0.00000000,136.82286140,1.27389137,2779.17503715,1
0.00000000,2.00000000,0.00000000,131.39786140,1.24317562,2260.19351890,1
0.00000000,3.00000000,1.00000000,142.27286140,1.38394597,4014.58412482,1
0.00000000,2.00000000,0.00000000,134.60686140,1.31643858,2984.78231082,1
0.00000000,3.00000000,1.00000000,142.08286140,1.31784974,3822.73054212,1
0.00000000,2.00000000,0.00000000,136.14486140,1.46208216,3576.91285485,1
0.00000000,3.00000000,1.00000000,136.66586140,1.33497178,3090.64487824,1
0.00000000,2.00000000,0.00000000,136.87286140,1.33859979,3119.81729160,1
0.00000000,2.00000000,0.00000000,152.47086140,1.53124055,4676.59235518,1
0.00000000,2.00000000,0.00000000,137.79886140,1.40177247,3648.33538148,1
0.00000000,2.00000000,0.00000000,133.86286140,1.28543397,2644.12550091,1
0.00000000,2.00000000,0.00000000,133.31586140,1.26488417,2606.86495061,1
0.00000000,2.00000000,0.00000000,134.83786140,1.26091621,2511.18554847,1
0.00000000,2.00000000,0.00000000,130.81886140,1.32990332,2834.45602432,1
0.00000000,3.00000000,1.00000000,135.50786140,1.44172323,4255.36281077,1
0.00000000,2.00000000,0.00000000,135.15286140,1.40438625,3247.43804117,1
0.00000000,2.00000000,0.00000000,137.60086140,1.49737847,3810.38325258,1
0.00000000,2.00000000,0.00000000,193.81286140,1.88641838,10154.27997359,2
0.00000000,2.00000000,0.00000000,190.25686140,1.91802611,10275.86294353,2
0.00000000,2.00000000,0.00000000,200.05886140,1.99779727,11920.93412677,2
0.00000000,2.00000000,0.00000000,178.21486140,1.86582400,9884.03325496,2
0.00000000,2.00000000,0.00000000,176.70986140,1.78145548,8826.38713119,2
0.00000000,2.00000000,0.00000000,188.92686140,1.99872929,10406.00213057,2
0.00000000,2.00000000,0.00000000,200.45586140,2.13577166,12815.77671948,2
0.00000000,2.00000000,0.00000000,184.32086140,2.06665367,10969.36183574,2
0.00000000,2.00000000,0.00000000,206.59086140,2.08402439,12109.13058773,2
0.00000000,2.00000000,0.00000000,171.76486140,1.80702827,7563.38315232,2
0.00000000,2.00000000,0.00000000,181.39286140,2.00859747,9965.91574295,2
0.00000000,2.00000000,0.00000000,205.91286140,2.03845218,12582.80780370,2
0.00000000,2.00000000,0.00000000,185.67686140,1.99546100,11184.70834278,2
0.00000000,2.00000000,0.00000000,175.80086140,1.90038901,8519.37828777,2
0.00000000,2.00000000,0.00000000,192.87086140,2.18155665,11221.65693310,2
0.00000000,2.00000000,0.00000000,190.15086140,1.88590193,11846.52111624,2
0.00000000,2.00000000,0.00000000,193.00286140,1.83638771,10251.05966211,2
0.00000000,2.00000000,0.00000000,162.86586140,1.69928585,7045.79082495,2
0.00000000,2.00000000,0.00000000,187.77686140,1.96728890,10303.50151967,2
0.00000000,2.00000000,0.00000000,156.09286140,1.60893019,5997.79466316,2
0.00000000,2.00000000,0.00000000,202.92686140,2.33505638,11790.59091145,2
0.00000000,2.00000000,0.00000000,176.77686140,1.87813120,8604.72617511,2
0.00000000,2.00000000,0.00000000,205.00286140,2.08812892,12375.06085820,2
1.00000000,1.00000000,1.00000000,159.72286140,1.65744807,5540.35815029,2
0.00000000,2.00000000,0.00000000,189.67886140,1.98858756,10490.34366831,2
0.00000000,2.00000000,0.00000000,192.49886140,1.99084187,10969.88458587,2
0.00000000,2.00000000,0.00000000,169.02086140,1.98494040,10014.86185839,2
0.00000000,2.00000000,0.00000000,197.86686140,2.16449861,11817.64014567,2
0.00000000,2.00000000,0.00000000,194.56686140,2.17126840,12202.52974894,2
0.00000000,2.00000000,0.00000000,190.19086140,2.07275185,11045.90834198,2
0.00000000,2.00000000,0.00000000,203.16686140,1.95889455,11654.64409783,2
0.00000000,2.00000000,0.00000000,200.19886140,2.31719962,11504.64746146,2
0.00000000,2.00000000,0.00000000,180.75486140,1.90825298,9236.34701673,2
0.00000000,2.00000000,0.00000000,162.38686140,1.79125362,7395.95616322,2
0.00000000,2.00000000,0.00000000,184.78286140,2.03363998,9803.58515475,2
0.00000000,2.00000000,0.00000000,200.85086140,2.00948701,11787.39727284,2
0.00000000,2.00000000,0.00000000,180.05286140,1.84728625,9837.07233495,2
0.00000000,2.00000000,0.00000000,180.26686140,2.04392822,10484.02125131,2
0.00000000,2.00000000,0.00000000,199.66086140,1.93872756,12370.72520003,2
0.00000000,2.00000000,0.00000000,163.70986140,1.64619979,6395.84790394,2
0.00000000,3.00000000,1.00000000,190.00086140,2.03456188,10087.46559779,2
0.00000000,2.00000000,0.00000000,199.55286140,2.04870559,11627.20122893,2
0.00000000,2.00000000,0.00000000,191.53086140,1.88795605,10609.47774693,2
0.00000000,2.00000000,0.00000000,189.81886140,2.01956004,9573.06918930,2
0.00000000,3.00000000,1.00000000,192.20086140,2.04055379,10614.39304826,2
0.00000000,2.00000000,0.00000000,208.71686140,2.10412590,12055.42032162,2
0.00000000,2.00000000,0.00000000,188.67886140,2.05934962,11500.40173772,2
0.00000000,2.00000000,0.00000000,172.19486140,1.93222064,8935.58405193,2
0.00000000,2.00000000,0.00000000,184.42686140,2.03281845,9667.24018949,2
0.00000000,2.00000000,0.00000000,200.57086140,2.10277897,11487.18257624,2
0.00000000,2.00000000,0.00000000,188.09886140,1.92983570,10866.63757555,2
0.00000000,3.00000000,1.00000000,203.77086140,2.02599892,12442.14279040,2
0.00000000,2.00000000,0.00000000,199.58686140,2.19656638,12487.67305285,2
0.00000000,2.00000000,0.00000000,203.80486140,2.04032502,12260.31386296,2
0.00000000,2.00000000,0.00000000,182.76486140,1.87759576,9377.22122106,2
0.00000000,2.00000000,0.00000000,194.01286140,1.89970665,10621.09754191,2
0.00000000,2.00000000,0.00000000,180.57286140,1.99033829,9018.82300635,2
0.00000000,2.00000000,0.00000000,182.72286140,1.91302059,9699.20634888,2
0.00000000,2.00000000,0.00000000,183.80686140,1.94047334,10132.94264009,2
0.00000000,2.00000000,0.00000000,221.21286140,2.21879511,14512.73868474,2
0.00000000,2.00000000,0.00000000,184.54286140,1.92677449,10506.45990458,2
0.00000000,2.00000000,0.00000000,200.66886140,2.12295239,11510.31494346,2
0.00000000,2.00000000,0.00000000,201.93486140,2.35118779,12998.87184720,2
0.00000000,2.00000000,0.00000000,185.52686140,2.04964226,10041.99666374,2
0.00000000,2.00000000,0.00000000,188.86086140,2.09129205,10516.40694005,2
0.00000000,2.00000000,0.00000000,192.68086140,1.98473723,11143.19625946,2
0.00000000,2.00000000,0.00000000,177.47086140,1.90450932,8874.52351134,2
0.00000000,2.00000000,0.00000000,183.23686140,1.82866656,9885.66800306,2
0.00000000,2.00000000,0.00000000,176.97486140,1.84271690,9360.56643148,2
0.00000000,2.00000000,0.00000000,203.85486140,2.17821002,12826.22557231,2
0.00000000,2.00000000,0.00000000,169.93686140,1.78779705,8925.45314633,2
0.00000000,3.00000000,1.00000000,204.69686140,2.01282647,11580.75050540,2
0.00000000,2.00000000,0.00000000,200.52086140,2.03190677,12182.09750429,2
0.00000000,2.00000000,0.00000000,190.29886140,1.98551224,11316.46608379,2
0.00000000,2.00000000,0.00000000,164.49686140,1.75514943,9084.26146575,2
0.00000000,2.00000000,0.00000000,204.69886140,2.07961675,12819.32766214,2
0.00000000,2.00000000,0.00000000,181.43286140,1.92079866,9503.11704631,2
0.00000000,2.00000000,0.00000000,191.96886140,2.09056944,11575.88016100,2
0.00000000,2.00000000,0.00000000,205.11886140,2.02685117,11509.95509014,2
0.00000000,2.00000000,0.00000000,188.29686140,1.82514110,8658.34938783,2
0.00000000,2.00000000,0.00000000,201.10086140,2.00318848,11771.37727849,2
0.00000000,2.00000000,0.00000000,199.71086140,1.92782593,11420.75538351,2
0.00000000,2.00000000,0.00000000,186.04886140,2.01859288,11075.25996706,2
0.00000000,2.00000000,0.00000000,198.62686140,2.10431102,11288.75065106,2
0.00000000,2.00000000,0.00000000,177.42086140,1.91931075,9347.62362458,2
0.00000000,3.00000000,1.00000000,189.37286140,2.15941990,10842.55385503,2
0.00000000,2.00000000,0.00000000,193.10286140,2.02728673,10775.34359756,2
0.00000000,3.00000000,1.00000000,178.24886140,1.71364263,8632.91992634,2
0.00000000,2.00000000,0.00000000,195.54286140,1.96008291,11127.52288703,2
0.00000000,2.00000000,0.00000000,191.25086140,2.09844571,10695.61929880,2
0.00000000,2.00000000,0.00000000,184.96486140,1.77204502,9752.96041273,2
0.00000000,2.00000000,0.00000000,162.17986140,1.83885154,8592.08414686,2
0.00000000,2.00000000,0.00000000,175.08086140,1.85224718,8488.77597136,2
0.00000000,2.00000000,0.00000000,191.52286140,1.93822941,10846.81085732,2
0.00000000,2.00000000,0.00000000,180.19286140,1.81540956,9298.40584709,2
0.00000000,2.00000000,0.00000000,206.83886140,2.02407544,12424.14439066,2
0.00000000,2.00000000,0.00000000,197.66686140,2.17875444,11745.04137229,2
0.00000000,3.00000000,1.00000000,184.69886140,1.94989031,9398.35807365,2
0.00000000,2.00000000,0.00000000,143.85286140,1.58802371,4790.23374621,2
0.00000000,2.00000000,0.00000000,193.06886140,1.97690780,10611.24254896,2
0.00000000,3.00000000,1.00000000,179.08486140,1.79966154,9240.95092509,3
0.00000000,3.00000000,1.00000000,183.88086140,1.94946287,10131.45146871,3
0.00000000,2.00000000,0.00000000,169.12086140,1.78418231,7032.55185336,3
0.00000000,3.00000000,1.00000000,146.88886140,1.81362996,6882.78634910,3
0.00000000,2.00000000,0.00000000,154.50486140,1.62771228,6124.55730439,3
0.00000000,2.00000000,0.00000000,189.45486140,1.97266251,10830.31207980,3
0.00000000,2.00000000,0.00000000,172.01286140,1.77897367,8697.08466225,3
0.00000000,3.00000000,1.00000000,174.79286140,2.00300691,10477.24133759,3
0.00000000,2.00000000,0.00000000,154.08286140,1.79403269,6626.83337278,3
0.00000000,2.00000000,0.00000000,179.51486140,1.92644428,9187.86671976,3
0.00000000,3.00000000,1.00000000,169.74686140,1.85271488,8150.84361484,3
0.00000000,3.00000000,1.00000000,188.16486140,2.05067195,10296.85211481,3
0.00000000,3.00000000,1.00000000,179.39086140,1.87298351,9118.29772043,3
0.00000000,2.00000000,0.00000000,151.38686140,1.63169119,5850.60558915,3
0.00000000,4.00000000,2.00000000,170.71486140,1.93406272,9992.60752584,3
0.00000000,3.00000000,1.00000000,179.20086140,1.90659082,8873.64522373,3
0.00000000,3.00000000,1.00000000,186.93286140,2.08444641,10726.28568968,3
0.00000000,3.00000000,1.00000000,188.83486140,1.94641899,10856.93209874,3
0.00000000,2.00000000,0.00000000,181.80486140,1.92881624,9139.95863149,3
0.00000000,2.00000000,0.00000000,169.58986140,1.77308381,7537.66165576,3
0.00000000,3.00000000,1.00000000,210.13886140,2.16456589,12664.49327165,3
0.00000000,3.00000000,1.00000000,174.30486140,1.92419011,9046.52124105,3
0.00000000,3.00000000,1.00000000,161.02286140,1.68005662,7692.52486099,3
0.00000000,3.00000000,1.00000000,190.20886140,1.99139542,11393.36727149,3
0.00000000,3.00000000,1.00000000,174.05686140,1.85715276,8846.74426293,3
0.00000000,3.00000000,1.00000000,184.81486140,1.94567248,10767.47203211,3
0.00000000,3.00000000,1.00000000,206.09486140,2.18497063,13448.24886701,3
0.00000000,3.00000000,1.00000000,198.99886140,2.14800510,12700.22835718,3
0.00000000,2.00000000,0.00000000,166.32286140,1.91865294,8118.65868032,3
0.00000000,3.00000000,1.00000000,175.30486140,1.88126512,7975.41742074,3
0.00000000,2.00000000,0.00000000,172.25286140,1.82232869,8623.00059489,3
0.00000000,3.00000000,1.00000000,185.87486140,1.89452936,10458.02847284,3
0.00000000,2.00000000,0.00000000,165.00886140,1.86192562,8109.94622689,3
0.00000000,3.00000000,1.00000000,159.79886140,1.78607229,7304.18294096,3
0.00000000,3.00000000,1.00000000,172.55086140,1.84637452,9906.51402823,3
0.00000000,3.00000000,1.00000000,202.39786140,2.19923196,14817.29038648,3
0.00000000,3.00000000,1.00000000,198.22086140,2.05139844,13164.42758245,3
0.00000000,3.00000000,1.00000000,184.01286140,1.99798103,10937.02787511,3
0.00000000,3.00000000,1.00000000,189.14086140,1.97885159,11244.67882611,3
0.00000000,3.00000000,1.00000000,166.70486140,1.83050688,8052.60160884,3
0.00000000,2.00000000,0.00000000,176.45486140,1.78573983,10076.93867691,3
0.00000000,3.00000000,1.00000000,187.04886140,2.02197872,11459.15405952,3
0.00000000,3.00000000,1.00000000,187.28886140,1.96488831,10659.02500605,3
0.00000000,3.00000000,1.00000000,172.47686140,1.93385565,10063.71272760,3
0.00000000,2.00000000,0.00000000,145.91286140,1.65574863,5204.76575551,3
0.00000000,3.00000000,1.00000000,206.71486140,2.06555902,12370.02333145,3
0.00000000,4.00000000,2.00000000,203.79486140,2.20138554,13935.99948462,3
0.00000000,3.00000000,1.00000000,160.76686140,1.79830372,8207.87130629,3
0.00000000,4.00000000,2.00000000,182.71486140,1.96935339,10743.90886292,3
0.00000000,2.00000000,0.00000000,180.04286140,1.97846452,8943.06283038,3
